OBJECTID,Shape,radicado,fecha,hora,dia,periodo,clase,direccion,direccion_enc,cbml,tipo_geocod,gravedad,barrio,comuna,diseno,dia_nombre,mes,mes_nombre,longitud,latitud,x_origen_nacional,y_origen_nacional 
29328,"(4715388.593900001, 2243444.5501000043)",1596622,2017-09-01 00:00:00,03:00 PM,01,2017,Choque,CR 43 A CL 7 Sur,CR  043 A  S 007  000 00000,1415,Malla vial aproximada: CR S 42-7,SOLO DAÑOS,Los Balsos No.2,El Poblado,Tramo de via,VIERNES  ,09,,-75.57284332,6.19697752,4715388.5939,2243444.5501
29329,"(4713252.9022, 2248241.565700002)",1597233,2017-09-07 00:00:00,03:05 PM,07,2017,Choque,CR 71 CL 40,CR  071   040  000 00000,1108,Malla vial aproximada: CR 71-39,SOLO DAÑOS,Laureles,Laureles Estadio,Interseccion,JUEVES   ,09,,-75.59234881,6.24025116,4713252.9022,2248241.5657
29330,"(4715457.806600002, 2250997.425900001)",1606857,2017-11-22 00:00:00,08:00 AM,22,2017,Choque,CR 64 CL 67,CR  064   067  000 00000,0517,Malla vial,HERIDO,Caribe,Castilla,Tramo de via,MIÉRCOLES,11,,-75.57255081,6.26526372,4715457.8066,2250997.4259
29331,"(4713622.9813, 2253192.0566000044)",1606731,2017-11-22 00:00:00,08:00 AM,22,2017,Caida Ocupante,CR 87 CL 78,CR  087   078  000 00000,0711,Malla vial,HERIDO,El Diamante,Robledo,Tramo de via,MIÉRCOLES,11,,-75.58922604,6.28502279,4713622.9813,2253192.0566
29332,"(4714177.734499999, 2253124.616699999)",1606716,2017-11-22 00:00:00,08:00 AM,22,2017,Caida Ocupante,CR 80 CL 80,CR  080   080  000 00000,0710,Malla vial,HERIDO,López de Mesa,Robledo,Lote o Predio,MIÉRCOLES,11,,-75.5842108,6.2844379,4714177.7345,2253124.6167
29333,"(4717615.954300001, 2248052.257100001)",1606684,2017-11-22 00:00:00,08:00 AM,22,2017,Choque,CL 47 CR 29,CL  047   029  000 00000,0907,Malla vial,SOLO DAÑOS,Buenos Aires,Buenos Aires,Interseccion,MIÉRCOLES,11,,-75.55292296,6.2387323,4717615.9543,2248052.2571
29334,"(4711634.2404000005, 2250481.9371000025)",1606948,2017-11-22 00:00:00,08:12 AM,22,2017,Choque,CR 90 CL 49 A,CR  090   049 A  000 00000,1304,Malla vial,SOLO DAÑOS,Los Alcázares,San Javier,Tramo de via,MIÉRCOLES,11,,-75.60707247,6.26043285,4711634.2404,2250481.9371
29335,"(4712327.915999999, 2247339.5710999984)",1608587,2017-12-06 00:00:00,03:49 PM,06,2017,Choque,CR 80 CL 30 A,CR  080   030 A  000 00000,1603,Malla vial cruce invertido,SOLO DAÑOS,Belén,Belén,Interseccion,MIÉRCOLES,12,,-75.60066514,6.23205547,4712327.916,2247339.5711
29336,"(4714777.0809, 2242412.908400001)",1608627,2017-12-06 00:00:00,04:00 PM,06,2017,Choque,CR 43 A CL 18 Sur,CR  043 A  S 018  000 00000,1423,Malla vial aproximada: CR S 44-17,SOLO DAÑOS,Santa María de los Ángeles,El Poblado,Tramo de via,MIÉRCOLES,12,,-75.57832224,6.18762395,4714777.0809,2242412.9084
29337,"(4715677.7909, 2252192.872100001)",1608525,2017-12-06 00:00:00,04:15 PM,06,2017,Caida Ocupante,CR 64 C CL 78,CR  064 C   078  000 00000,0516,Malla vial aproximada: CR 64A-78,HERIDO,Terminal de Transporte,Castilla,Tramo de via,MIÉRCOLES,12,,-75.57061626,6.27608112,4715677.7909,2252192.8721
29338,"(4717579.406, 2250715.5442000013)",1608633,2017-12-06 00:00:00,04:20 PM,06,2017,Choque,CR 43 CL 67,CR  043   067  000 00000,0308,Malla vial,SOLO DAÑOS,Manrique Oriental,Manrique,Tramo de via,MIÉRCOLES,12,,-75.55336999,6.26280898,4717579.406,2250715.5442
29339,"(4715202.3366, 2249788.4200000037)",1608657,2017-12-06 00:00:00,04:20 PM,06,2017,Choque,CR 57 CL 51,CR  057   051  000 00000,1006,Malla vial,SOLO DAÑOS,San Benito,La Candelaria,Tramo de via,MIÉRCOLES,12,,-75.57480538,6.25432218,4715202.3366,2249788.42
29340,"(4715139.268700001, 2249983.2338000033)",1608636,2017-12-06 00:00:00,04:30 PM,06,2017,Choque,CR 62 CL 53,CR  062   053  000 00000,1006,Malla vial aproximada: CR 62-52,SOLO DAÑOS,San Benito,La Candelaria,Tramo de via,MIÉRCOLES,12,,-75.5753838,6.25608064,4715139.2687,2249983.2338
29341,"(4712718.3923, 2251110.238599999)",1608622,2017-12-06 00:00:00,04:30 PM,06,2017,Choque,CR 81 CL 52 B,CR  081   052 B  000 00000,1201,Malla vial,SOLO DAÑOS,Ferrini,La América,Interseccion,MIÉRCOLES,12,,-75.59730575,6.26616159,4712718.3923,2251110.2386
29342,"(4713098.8231, 2251754.6647999994)",1608537,2017-12-06 00:00:00,05:00 PM,06,2017,Volcamiento,CR 80 CL 62,CR  080   062  000 00000,0712,Malla vial cruce invertido,HERIDO,Aures No. 2,Robledo,Lote o Predio,MIÉRCOLES,12,,-75.59389749,6.27200455,4713098.8231,2251754.6648
29343,"(4715373.783300001, 2252218.500400001)",1608659,2017-12-06 00:00:00,05:10 PM,06,2017,Choque,CR 65 CL 80,CR  065   080  000 00000,0516,Malla vial,SOLO DAÑOS,Terminal de Transporte,Castilla,Interseccion,MIÉRCOLES,12,,-75.57336411,6.27629932,4715373.7833,2252218.5004
29344,"(4715039.286600001, 2247914.4636000004)",1608647,2017-12-06 00:00:00,05:15 PM,06,2017,Choque,CR 62 CL 35,CR  062   035  000 00000,1012,Malla vial aproximada: CR 61-35,SOLO DAÑOS,Perpetuo Socorro,La Candelaria,Tramo de via,MIÉRCOLES,12,,-75.5761956,6.23737317,4715039.2866,2247914.4636
29345,"(4714396.1388, 2250046.160600001)",1608518,2017-12-06 00:00:00,05:20 PM,06,2017,Caida Ocupante,CL 50 CR 66,CL  050   066  000 00000,1101,Malla vial,HERIDO,Carlos E. Restrepo,Laureles Estadio,Tramo de via,MIÉRCOLES,12,,-75.58210049,6.25661656,4714396.1388,2250046.1606
29346,"(4717558.3161, 2250696.988)",1608533,2017-12-06 00:00:00,05:30 PM,06,2017,Volcamiento,CL 67 CR 43 A,CL  067   043 A  000 00000,0307,Malla vial aproximada: CL 67-43,HERIDO,Manrique Central No. 2,Manrique,Tramo de via,MIÉRCOLES,12,,-75.55355972,6.26264029,4717558.3161,2250696.988
29347,"(4714657.056700001, 2253432.3312)",1608528,2017-12-06 00:00:00,05:30 PM,06,2017,Choque,CL 91 CR 74 A,CL  091   074 A  000 00000,0607,Malla vial,HERIDO,Kennedy,Doce de Octubre,Tramo de via,MIÉRCOLES,12,,-75.5798938,6.28724122,4714657.0567,2253432.3312
29348,"(4715771.809100001, 2248326.997700004)",1602526,2017-10-19 00:00:00,03:30 PM,19,2017,Caida Ocupante,CR 46 CL 41,CR  046   041  000 00000,1013,Malla vial,HERIDO,Barrio Colón,La Candelaria,Lote o Predio,JUEVES   ,10,,-75.56959591,6.2411351,4715771.8091,2248326.9977
29349,"(4714901.981700002, 2245319.274000002)",1602578,2017-10-19 00:00:00,03:40 PM,19,2017,Choque,CR 49 CL 10,CR  049   010  000 00000,1419,EPM con Interior,SOLO DAÑOS,Manila,El Poblado,Tramo de via,JUEVES   ,10,,-75.5773216,6.2139049,4714901.9817,2245319.274
29350,"(4715505.656200001, 2246762.8014)",1602520,2017-10-19 00:00:00,04:00 PM,19,2017,Volcamiento,CR 43 G CL 26 A,CR  043 G   026 A  000 00000,1401,Malla vial,HERIDO,Barrio Colombia,El Poblado,Tramo de via,JUEVES   ,10,,-75.57193152,6.22698195,4715505.6562,2246762.8014
29351,"(4712920.443, 2248175.6249)",1602689,2017-10-19 00:00:00,04:30 PM,19,2017,Choque,CL 33 A CR 72,CL  033 A   072  000 00000,1108,Malla vial,HERIDO,Laureles,Laureles Estadio,Tramo de via,JUEVES   ,10,,-75.59534939,6.23964022,4712920.443,2248175.6249
29352,"(4700903.936, 2246263.1574000046)",1606175,2017-11-16 00:00:00,03:50 PM,16,2017,Choque,CR 999 CL 999,CR  999   999  000 00000,,No Ubicada,SOLO DAÑOS,,,Tramo de via,JUEVES   ,11,,-75.70381587,6.22180566,4700903.936,2246263.1574
29353,"(4715323.592300001, 2245479.8959000036)",1606456,2017-11-16 00:00:00,03:50 PM,16,2017,Choque,CR 43 F CL 14,CR  043 F   014  000 00000,1403,Malla vial,SOLO DAÑOS,Villa Carlota,El Poblado,Tramo de via,JUEVES   ,11,,-75.57351986,6.21537559,4715323.5923,2245479.8959
29354,"(4713252.498100001, 2249117.081000002)",1606556,2017-11-16 00:00:00,04:00 PM,16,2017,Choque,CR 73 CL 42,CR  073   042  000 00000,1107,Malla vial,SOLO DAÑOS,Bolivariana,Laureles Estadio,Interseccion,JUEVES   ,11,,-75.59239141,6.24816627,4713252.4981,2249117.081
29355,"(4717122.595600001, 2248137.2259)",1605969,2017-11-16 00:00:00,04:00 PM,16,2017,Volcamiento,CL 45 CR 34,CL  045   034  000 00000,0907,Malla vial,HERIDO,Buenos Aires,Buenos Aires,Tramo de via,JUEVES   ,11,,-75.55738393,6.23947886,4717122.5956,2248137.2259
29356,"(4712770.6136, 2251382.4823000003)",1606151,2017-11-16 00:00:00,04:00 PM,16,2017,Caida Ocupante,CL 54 CR 81,CL  054   081  000 00000,1201,EPM sin Interior,HERIDO,Ferrini,La América,Tramo de via,JUEVES   ,11,,-75.59684613,6.26862514,4712770.6136,2251382.4823
29357,"(4707426.2314, 2240904.1491)",1606073,2017-11-16 00:00:00,04:00 PM,16,2017,Choque,CR 63 CL 56,CR  063   056  000 00000,8000,Malla vial,SOLO DAÑOS,Cabecera San Antonio de Prado,Corregimiento de San Antonio de Prado,Tramo de via,JUEVES   ,11,,-75.6446563,6.1736578,4707426.2314,2240904.1491
29358,"(4715429.9132, 2252041.0494000018)",1606248,2017-11-16 00:00:00,04:00 PM,16,2017,Choque,CR 64 C CL 75 B,CR  064 C   075 B  000 00000,0517,Malla vial,SOLO DAÑOS,Caribe,Castilla,Tramo de via,JUEVES   ,11,,-75.5728491,6.27469754,4715429.9132,2252041.0494
29359,"(4717953.159300001, 2253009.247100001)",1606149,2017-11-16 00:00:00,04:20 PM,16,2017,Atropello,CR 42 B CL 92,CR  042 B   092  000 00000,0301,Malla vial,HERIDO,La Salle,Manrique,Tramo de via,JUEVES   ,11,,-75.550094,6.28356239,4717953.1593,2253009.2471
29360,"(4713232.0135, 2248453.2958000004)",1606177,2017-11-16 00:00:00,04:55 PM,16,2017,Choque,CQ 2 CR 74,CQ  002   074  000 00000,1107,Malla vial,SOLO DAÑOS,Bolivariana,Laureles Estadio,Tramo de via,JUEVES   ,11,,-75.59254694,6.24216438,4713232.0135,2248453.2958
29361,"(4714177.734499999, 2253124.616699999)",1605927,2017-11-16 00:00:00,05:00 PM,16,2017,Otro,CR 79 CL 80,CR  079   080  000 00000,0710,Malla vial aproximada: CR 80-80,HERIDO,López de Mesa,Robledo,Tramo de via,JUEVES   ,11,,-75.5842108,6.2844379,4714177.7345,2253124.6167
29362,"(4700903.936, 2246263.1574000046)",1606007,2017-11-16 00:00:00,05:00 PM,16,2017,Choque,Tramo 16 Kilometro 0,,,No Ubicada,SOLO DAÑOS,,,Lote o Predio,JUEVES   ,11,,-75.70381587,6.22180566,4700903.936,2246263.1574
29363,"(4716578.0353, 2247880.9153000005)",1606275,2017-11-16 00:00:00,05:00 PM,16,2017,Choque,CL 39 CR 36 A,CL  039   036 A  000 00000,0912,Malla vial,SOLO DAÑOS,El Salvador,Buenos Aires,Tramo de via,JUEVES   ,11,,-75.56229249,6.23713769,4716578.0353,2247880.9153
29364,"(4713820.7206, 2247000.725700002)",1606570,2017-11-16 00:00:00,05:00 PM,16,2017,Choque,CR 66 B CL 27,CR  066 B   027  000 00000,1506,Malla vial,SOLO DAÑOS,Parque Juan Pablo II,Guayabal,Interseccion,JUEVES   ,11,,-75.58716397,6.22905848,4713820.7206,2247000.7257
29365,"(4712493.364900001, 2250382.209999999)",1606083,2017-11-16 00:00:00,05:05 PM,16,2017,Choque,CL 48 A CR 81 A,CL  048 A   081 A  000 00000,1202,Malla vial,HERIDO,Calasanz,La América,Interseccion,JUEVES   ,11,,-75.59930623,6.25956978,4712493.3649,2250382.21
29366,"(4712024.151100002, 2244975.9580000006)",1606271,2017-11-16 00:00:00,05:20 PM,16,2017,Choque,CR 80 CL 1,CR  080   001  000 00000,1610,Malla vial cruce invertido,SOLO DAÑOS,El Rincón,Belén,Tramo de via,JUEVES   ,11,,-75.60330415,6.21067376,4712024.1511,2244975.958
29367,"(4714634.437500001, 2243764.8308000006)",1606280,2017-11-16 00:00:00,05:25 PM,16,2017,Choque,CR 48 CL 7 Sur,CR  048  S 007  000 00000,1422,Malla vial aproximada: CR S 49-7,SOLO DAÑOS,La Aguacatala,El Poblado,Lote o Predio,JUEVES   ,11,,-75.57967017,6.19983994,4714634.4375,2243764.8308
29368,"(4715717.3803, 2244932.670400001)",1606239,2017-11-16 00:00:00,05:25 PM,16,2017,Choque,CR 43 A CL 11,CR  043 A   011  000 00000,1418,Malla vial aproximada: CR 43-10,HERIDO,El Poblado,El Poblado,Tramo de via,JUEVES   ,11,,-75.56993838,6.21044559,4715717.3803,2244932.6704
29369,"(4711234.016100001, 2251962.083800001)",1605926,2017-11-16 00:00:00,05:30 PM,16,2017,Otro,CL 58 CR 102,CL  058   102  000 00000,0722,Malla vial,HERIDO,Olaya Herrera,Robledo,Tramo de via,JUEVES   ,11,,-75.61075485,6.27379599,4711234.0161,2251962.0838
29370,"(4717521.948, 2247318.582700001)",1606260,2017-11-16 00:00:00,05:30 PM,16,2017,Choque,CL 39 CR 26 C,CL  039   026 C  000 00000,0913,Malla vial,SOLO DAÑOS,Loreto,Buenos Aires,Tramo de via,JUEVES   ,11,,-75.55374015,6.23209517,4717521.948,2247318.5827
29371,"(4713064.603900002, 2248178.023000002)",1606356,2017-11-16 00:00:00,05:40 PM,16,2017,Choque,CL 33 A CR 71 A,CL  033 A   071 A  000 00000,1108,Malla vial,SOLO DAÑOS,Laureles,Laureles Estadio,Tramo de via,JUEVES   ,11,,-75.59404712,6.23966831,4713064.6039,2248178.023
29372,"(4712516.4438000005, 2252203.7747000046)",1605916,2017-11-16 00:00:00,06:00 PM,16,2017,Otro,CL 62 CR 88 B,CL  062   088 B  000 00000,0717,Malla vial,HERIDO,Robledo,Robledo,Tramo de via,JUEVES   ,11,,-75.59917928,6.27603864,4712516.4438,2252203.7747
29373,"(4715714.172600001, 2253335.9471000023)",1601465,2017-10-10 00:00:00,06:20 PM,10,2017,Caida Ocupante,CR 65 CL 93,CR  065   093  000 00000,0511,Malla vial,HERIDO,Castilla,Castilla,Tramo de via,MARTES   ,10,,-75.57033827,6.28641692,4715714.1726,2253335.9471
29374,"(4700903.936, 2246263.1574000046)",1601588,2017-10-10 00:00:00,06:20 PM,10,2017,Atropello,CL 25 CR 24,CL  025   024  000 00000,,No Ubicada,HERIDO,,,Tramo de via,MARTES   ,10,,-75.70381587,6.22180566,4700903.936,2246263.1574
29375,"(4715863.064200001, 2250022.5094000045)",1605243,2017-11-09 00:00:00,07:50 PM,09,2017,Choque,CR 53 CL 57,CR  053   057  000 00000,1005,Malla vial,SOLO DAÑOS,Estación Villa,La Candelaria,Interseccion,JUEVES   ,11,,-75.56884628,6.25646775,4715863.0642,2250022.5094
29376,"(4715575.549, 2255861.9619999994)",1605238,2017-11-09 00:00:00,07:50 PM,09,2017,Choque,CL 112 CR 76,CL  112   076  000 00000,0601,Malla vial,SOLO DAÑOS,Santander,Doce de Octubre,Tramo de via,JUEVES   ,11,,-75.57170321,6.30924762,4715575.549,2255861.962
29377,"(4709117.425200001, 2250178.906199999)",1605176,2017-11-09 00:00:00,08:00 PM,09,2017,Otro,CL 42 CR 120 C,CL  042   120 C  000 00000,1317,Malla vial,HERIDO,Eduardo Santos,San Javier,Tramo de via,JUEVES   ,11,,-75.62979671,6.25757991,4709117.4252,2250178.9062
29378,"(4714931.6426, 2246981.856200004)",1605167,2017-11-09 00:00:00,08:00 PM,09,2017,Choque,CR 52 CL 29,CR  052   029  000 00000,1504,Malla vial,HERIDO,Santa Fé,Guayabal,Tramo de via,JUEVES   ,11,,-75.57712691,6.22893704,4714931.6426,2246981.8562
29379,"(4712442.686599999, 2249335.579)",1605174,2017-11-09 00:00:00,08:10 PM,09,2017,Otro,CL 44 CR 80,CL  044   080  000 00000,1203,Malla vial,HERIDO,Los Pinos,La América,Tramo de via,JUEVES   ,11,,-75.5997173,6.25010547,4712442.6866,2249335.579
29380,"(4713383.806799999, 2250532.8193000015)",1605168,2017-11-09 00:00:00,08:30 PM,09,2017,Volcamiento,CL 50 CR 77,CL  050   077  000 00000,1115,Malla vial aproximada: CL 50-76,HERIDO,Cuarta Brigada,Laureles Estadio,Tramo de via,JUEVES   ,11,,-75.59126818,6.26097116,4713383.8068,2250532.8193
29381,"(4700903.936, 2246263.1574000046)",1605169,2017-11-09 00:00:00,08:40 PM,09,2017,Otro,CR 68 CL 29,CR  068   029  000 00000,,No Ubicada,HERIDO,,,Lote o Predio,JUEVES   ,11,,-75.70381587,6.22180566,4700903.936,2246263.1574
29382,"(4718407.6854, 2252587.9065000024)",1605171,2017-11-09 00:00:00,09:20 PM,09,2017,Atropello,CR 35 CL 86 B,CR  035   086 B  000 00000,0302,Malla vial,HERIDO,Las Granjas,Manrique,Tramo de via,JUEVES   ,11,,-75.54596869,6.27977312,4718407.6854,2252587.9065
29383,"(4714931.6426, 2246981.856200004)",1605357,2017-11-09 00:00:00,09:20 PM,09,2017,Choque,CR 52 CL 29,CR  052   029  000 00000,1504,Malla vial,HERIDO,Santa Fé,Guayabal,Tramo de via,JUEVES   ,11,,-75.57712691,6.22893704,4714931.6426,2246981.8562
29384,"(4716079.6227, 2253924.719300002)",1605252,2017-11-09 00:00:00,09:20 PM,09,2017,Choque,CR 64 C CL 98,CR  064 C   098  000 00000,0510,Malla vial aproximada: CR 64-97,SOLO DAÑOS,Tricentenario,Castilla,Interseccion,JUEVES   ,11,,-75.56706248,6.29175606,4716079.6227,2253924.7193
29385,"(4715934.334900001, 2252323.5924999993)",1605170,2017-11-09 00:00:00,09:30 PM,09,2017,Otro,CR 62 CL 80,CR  062   080  000 00000,0405,Malla vial aproximada: CR 61-81,HERIDO,Moravia,Aranjuez,Tramo de via,JUEVES   ,11,,-75.56830416,6.27727431,4715934.3349,2252323.5925
29386,"(4711433.285, 2247601.0429999996)",1605180,2017-11-09 00:00:00,09:30 PM,09,2017,Otro,CL 32 CR 86,CL  032   086  000 00000,1617,Malla vial,HERIDO,Las Mercedes,Belén,Lote o Predio,JUEVES   ,11,,-75.60875895,6.23437934,4711433.285,2247601.043
29387,"(4712628.8851, 2250552.2076000012)",1605255,2017-11-09 00:00:00,09:30 PM,09,2017,Choque,CL 49 CR 81,CL  049   081  000 00000,1202,Malla vial,SOLO DAÑOS,Calasanz,La América,Tramo de via,JUEVES   ,11,,-75.59808946,6.26111271,4712628.8851,2250552.2076
29388,"(4715137.322700001, 2247239.810900001)",1605340,2017-11-09 00:00:00,10:00 PM,09,2017,Choque,CR 50 CL 29,CR  050   029  000 00000,1621,Malla vial cruce invertido,SOLO DAÑOS,Cerro Nutibara,Belén,Tramo de via,JUEVES   ,11,,-75.57528014,6.2312782,4715137.3227,2247239.8109
29389,"(4707669.005000001, 2242288.3610000014)",1605399,2017-11-09 00:00:00,10:25 PM,09,2017,Choque,CR 62 CL 38,CR  062   038  000 00000,8000,Malla vial,HERIDO,Cabecera San Antonio de Prado,Corregimiento de San Antonio de Prado,Tramo de via,JUEVES   ,11,,-75.64252551,6.18618224,4707669.005,2242288.361
29390,"(4713790.201800002, 2248137.6805000026)",1605258,2017-11-10 00:00:00,12:05 PM,10,2017,Choque,CL 33 CR 66 B,CL  033   066 B  000 00000,1105,Malla vial,SOLO DAÑOS,Los Conquistadores,Laureles Estadio,Tramo de via,VIERNES  ,11,,-75.58749009,6.23933586,4713790.2018,2248137.6805
29391,"(4715523.8783, 2252885.5405)",1605359,2017-11-10 00:00:00,04:50 AM,10,2017,Choque,CR 65 CL 91,CR  065   091  000 00000,0514,Malla vial,HERIDO,Alfonso López,Castilla,Interseccion,VIERNES  ,11,,-75.57203761,6.28233648,4715523.8783,2252885.5405
29392,"(4715440.517300001, 2249129.4925999995)",1605361,2017-11-10 00:00:00,05:30 AM,10,2017,Choque,CL 46 CR 54,CL  046   054  000 00000,1007,EPM sin Interior,HERIDO,Guayaquil,La Candelaria,Interseccion,VIERNES  ,11,,-75.57262438,6.24837558,4715440.5173,2249129.4926
29393,"(4715137.322700001, 2247239.810900001)",1605301,2017-11-10 00:00:00,05:55 AM,10,2017,Choque,CR 50 CL 29,CR  050   029  000 00000,1621,Malla vial cruce invertido,HERIDO,Cerro Nutibara,Belén,Tramo de via,VIERNES  ,11,,-75.57528014,6.2312782,4715137.3227,2247239.8109
29394,"(4715251.268299999, 2251920.8065000027)",1605298,2017-11-10 00:00:00,06:04 AM,10,2017,Caida Ocupante,CR 64 CL 75 A,CR  064   075 A  000 00000,0517,Malla vial aproximada: CR 65-75,HERIDO,Caribe,Castilla,Tramo de via,VIERNES  ,11,,-75.57445781,6.27360253,4715251.2683,2251920.8065
29395,"(4715129.353400001, 2248201.7491999995)",1605360,2017-11-10 00:00:00,06:15 AM,10,2017,Choque,CR 55 CL 38,CR  055   038  000 00000,1011,Malla vial,HERIDO,Calle Nueva,La Candelaria,Puente,VIERNES  ,11,,-75.57539459,6.2399744,4715129.3534,2248201.7492
29396,"(4712453.271000002, 2248517.8889000006)",1608597,2017-12-05 00:00:00,05:45 PM,05,2017,Choque,CR 79 CL 35,CR  079   035  000 00000,1109,Malla vial cruce invertido,SOLO DAÑOS,Las Acacias,Laureles Estadio,Interseccion,MARTES   ,12,,-75.59958519,6.24271362,4712453.271,2248517.8889
29397,"(4715222.373200001, 2248879.4915999994)",1608800,2017-12-05 00:00:00,05:55 PM,05,2017,Choque,CL 44 CR 55,CL  044   055  000 00000,1009,Malla vial,SOLO DAÑOS,La Alpujarra,La Candelaria,Tramo de via,MARTES   ,12,,-75.57458416,6.24610576,4715222.3732,2248879.4916
29398,"(4713485.538600001, 2249172.9042000044)",1597354,2017-09-07 00:00:00,03:10 PM,07,2017,Choque,CL 43 CR 71,CL  043   071  000 00000,1107,Malla vial,SOLO DAÑOS,Bolivariana,Laureles Estadio,Tramo de via,JUEVES   ,09,,-75.59028851,6.24868132,4713485.5386,2249172.9042
29399,"(4718939.6297, 2247984.6765)",1597321,2017-09-07 00:00:00,03:20 PM,07,2017,Atropello,CL 56 A CR 17 A,CL  056 A   017 A  000 00000,0812,Malla vial,HERIDO,La Libertad,Villa Hermosa,Tramo de via,JUEVES   ,09,,-75.5409612,6.23817916,4718939.6297,2247984.6765
29400,"(4716453.5824, 2249185.1015000027)",1597299,2017-09-07 00:00:00,03:20 PM,07,2017,Atropello,CR 45 CL 52,CR  045   052  000 00000,1019,Malla vial,HERIDO,La Candelaria,La Candelaria,Interseccion,JUEVES   ,09,,-75.56347422,6.24892304,4716453.5824,2249185.1015
29401,"(4714525.1997, 2254402.1039000023)",1597154,2017-09-07 00:00:00,03:20 PM,07,2017,Caida Ocupante,CR 80 CL 97 A,CR  080   097 A  000 00000,0606,Malla vial,HERIDO,San Martín de Porres,Doce de Octubre,Lote o Predio,JUEVES   ,09,,-75.58112843,6.29600267,4714525.1997,2254402.1039
29402,"(4711498.4059, 2250620.351399999)",1597237,2017-09-07 00:00:00,03:20 PM,07,2017,Volcamiento,CL 49 AC CR 95,CL  049 AC  095  000 00000,1306,Malla vial,HERIDO,La Pradera,San Javier,Tramo de via,JUEVES   ,09,,-75.60830588,6.26167808,4711498.4059,2250620.3514
29403,"(4715323.635900001, 2248845.5988000017)",1597198,2017-09-07 00:00:00,03:20 PM,07,2017,Choque,CL 44 CR 54,CL  044   054  000 00000,1007,Malla vial,SOLO DAÑOS,Guayaquil,La Candelaria,Tramo de via,JUEVES   ,09,,-75.5736678,6.24580382,4715323.6359,2248845.5988
29404,"(4715734.8865, 2253334.8055000026)",1597309,2017-09-07 00:00:00,03:30 PM,07,2017,Choque,CR 64 C CL 93,CR  064 C   093  000 00000,0512,Malla vial,HERIDO,Oleoducto,Castilla,Tramo de via,JUEVES   ,09,,-75.57015107,6.28640752,4715734.8865,2253334.8055
29405,"(4715337.287100001, 2247471.8831999972)",1597290,2017-09-07 00:00:00,03:30 PM,07,2017,Choque,CR 48 CL 32,CR  048   032  000 00000,1012,Malla vial,HERIDO,Perpetuo Socorro,La Candelaria,Tramo de via,JUEVES   ,09,,-75.57348384,6.23338511,4715337.2871,2247471.8832
29406,"(4700903.936, 2246263.1574000046)",1597164,2017-09-07 00:00:00,03:50 PM,07,2017,Otro,CR 999 CL 999,CR  999   999  000 00000,,No Ubicada,HERIDO,,,Tramo de via,JUEVES   ,09,,-75.70381587,6.22180566,4700903.936,2246263.1574
29407,"(4715323.635900001, 2248845.5988000017)",1597180,2017-09-07 00:00:00,03:55 PM,07,2017,Choque,CL 44 CR 54,CL  044   054  000 00000,1007,Malla vial,SOLO DAÑOS,Guayaquil,La Candelaria,Tramo de via,JUEVES   ,09,,-75.5736678,6.24580382,4715323.6359,2248845.5988
29408,"(4716544.129, 2249601.127200002)",1597298,2017-09-07 00:00:00,04:00 PM,07,2017,Choque,CR 46 CL 56,CR  046   056  000 00000,1018,Malla vial,HERIDO,Villa Nueva,La Candelaria,Interseccion,JUEVES   ,09,,-75.56267448,6.25268821,4716544.129,2249601.1272
29409,"(4714179.7310999995, 2253128.026800001)",1597155,2017-09-07 00:00:00,04:00 PM,07,2017,Caida Ocupante,CL 80 CR 80,CL  080   080  000 00000,0711,Malla vial,HERIDO,El Diamante,Robledo,Lote o Predio,JUEVES   ,09,,-75.58419291,6.28446882,4714179.7311,2253128.0268
29410,"(4712154.5539, 2247269.2342000008)",1597182,2017-09-07 00:00:00,04:00 PM,07,2017,Choque,CR 81 CL 30,CR  081   030  000 00000,1603,Malla vial,SOLO DAÑOS,Belén,Belén,Tramo de via,JUEVES   ,09,,-75.60222817,6.23141186,4712154.5539,2247269.2342
29411,"(4716252.0297, 2252787.5336000025)",1597358,2017-09-07 00:00:00,04:00 PM,07,2017,Choque,CR 54 A CL 89 C,CR  054 A   089 C  000 00000,0404,Malla vial aproximada: CR 54-89,SOLO DAÑOS,Bermejal-Los Alamos,Aranjuez,Tramo de via,JUEVES   ,09,,-75.56545431,6.28148275,4716252.0297,2252787.5336
29412,"(4711769.8393, 2252774.6039000023)",1597158,2017-09-07 00:00:00,04:30 PM,07,2017,Otro,CL 64 CR 95,CL  064   095  000 00000,0718,Malla vial,HERIDO,Cucaracho,Robledo,Tramo de via,JUEVES   ,09,,-75.60595037,6.28116564,4711769.8393,2252774.6039
29413,"(4700903.936, 2246263.1574000046)",1597227,2017-09-07 00:00:00,04:30 PM,07,2017,Choque,CR 80 CL 9,CR  080   009  000 00000,,No Ubicada,SOLO DAÑOS,,,Interseccion,JUEVES   ,09,,-75.70381587,6.22180566,4700903.936,2246263.1574
29414,"(4714717.792200001, 2244786.4074000027)",1597119,2017-09-07 00:00:00,05:20 PM,07,2017,Volcamiento,CR 50 CL 4,CR  050   004  000 00000,1507,Malla vial,HERIDO,Campo Amor,Guayabal,Tramo de via,JUEVES   ,09,,-75.57896209,6.20907932,4714717.7922,2244786.4074
