OBJECTID,Shape,radicado,fecha,hora,dia,periodo,clase,direccion,direccion_enc,cbml,tipo_geocod,gravedad,barrio,comuna,diseno,dia_nombre,mes,mes_nombre,longitud,latitud,x_origen_nacional,y_origen_nacional 
8387,"(4715869.4774, 2252148.1844999995)",1571690,2017-02-22 00:00:00,02:00 PM,22,2017,Caida Ocupante,CR 62 CL 77,CR  062   077  000 00000,0417,Malla vial,HERIDO,Parque Norte,Aranjuez,Lote o Predio,MIÉRCOLES,02,,-75.56888238,6.27568562,4715869.4774,2252148.1845
8388,"(4713944.800900002, 2246253.8625000007)",1571602,2017-02-22 00:00:00,01:30 PM,22,2017,Choque,CR 65 G CL 18,CR  065 G   018  000 00000,1504,Malla vial,HERIDO,Santa Fé,Guayabal,Tramo de via,MIÉRCOLES,02,,-75.58600997,6.2223119,4713944.8009,2246253.8625
8389,"(4713843.4829, 2250635.232300002)",1571599,2017-02-22 00:00:00,06:00 AM,22,2017,Choque,CR 72 CL 53,CR  072   053  000 00000,1115,Malla vial cruce invertido,HERIDO,Cuarta Brigada,Laureles Estadio,Interseccion,MIÉRCOLES,02,,-75.58711974,6.26191752,4713843.4829,2250635.2323
8390,"(4700903.936, 2246263.1574000046)",1571637,2017-02-22 00:00:00,07:30 PM,22,2017,Otro,CR 80 CL 67,CR  080   067  000 00000,,No Ubicada,HERIDO,,,Tramo de via,MIÉRCOLES,02,,-75.70381587,6.22180566,4700903.936,2246263.1574
8391,"(4714539.881200001, 2246809.3934000004)",1569771,2017-02-08 00:00:00,11:20 AM,08,2017,Choque,CR 55 CL 27,CR  055   027  000 00000,1503,Malla vial,SOLO DAÑOS,Trinidad,Guayabal,Tramo de via,MIÉRCOLES,02,,-75.58065853,6.22736056,4714539.8812,2246809.3934
8392,"(4715921.273000002, 2248258.7415999994)",1571995,2017-02-23 00:00:00,12:30 PM,23,2017,Caida Ocupante,CL 41 CR 44 A,CL  041   044 A  000 00000,1014,Malla vial,HERIDO,Las Palmas,La Candelaria,Tramo de via,JUEVES   ,02,,-75.56824258,6.24052461,4715921.273,2248258.7416
8393,"(4714185.7701, 2246505.5386999995)",1571878,2017-02-23 00:00:00,10:10 AM,23,2017,Volcamiento,CR 65 CL 23,CR  065   023  000 00000,1503,Malla vial,HERIDO,Trinidad,Guayabal,Interseccion,JUEVES   ,02,,-75.58384417,6.22459786,4714185.7701,2246505.5387
8394,"(4700903.936, 2246263.1574000046)",1571845,2017-02-23 00:00:00,07:20 PM,23,2017,Atropello,CL 45 sur CR 81,CL S 045   081  000 00000,,No Ubicada,HERIDO,,,Tramo de via,JUEVES   ,02,,-75.70381587,6.22180566,4700903.936,2246263.1574
8395,"(4712942.247500001, 2251475.4123)",1571860,2017-02-23 00:00:00,03:00 PM,23,2017,Otro,CR 80 CL 55,CR  080   055  000 00000,1114,Malla vial,HERIDO,Los Colores,Laureles Estadio,Tramo de via,JUEVES   ,02,,-75.59529962,6.26947296,4712942.2475,2251475.4123
8396,"(4717679.8058, 2250849.2585000005)",1571815,2017-02-23 00:00:00,05:50 AM,23,2017,Choque,CR 42 CL 69,CR  042   069  000 00000,0308,Malla vial,HERIDO,Manrique Oriental,Manrique,Tramo de via,JUEVES   ,02,,-75.55246876,6.26402229,4717679.8058,2250849.2585
8397,"(4715625.078000001, 2248391.7607000005)",1572103,2017-02-23 00:00:00,04:00 PM,23,2017,Choque,CR 50 CL 41,CR  050   041  000 00000,1013,Malla vial,HERIDO,Barrio Colón,La Candelaria,Tramo de via,JUEVES   ,02,,-75.5709244,6.24171413,4715625.078,2248391.7607
8398,"(4711558.5027, 2247396.8730999995)",1571836,2017-02-23 00:00:00,09:30 PM,23,2017,Otro,CL 31 CR 84,CL  031   084  000 00000,1615,Malla vial,HERIDO,Los Alpes,Belén,Tramo de via,JUEVES   ,02,,-75.6076186,6.23253916,4711558.5027,2247396.8731
8399,"(4713184.9454000015, 2251401.6454000026)",1571814,2017-02-23 00:00:00,07:45 AM,23,2017,Choque,CL 55 CR 77,CL  055   077  000 00000,1114,Malla vial aproximada: CL 55-78,HERIDO,Los Colores,Laureles Estadio,Tramo de via,JUEVES   ,02,,-75.59310361,6.26881692,4713184.9454,2251401.6454
8400,"(4714220.6825, 2243869.9707000013)",1571904,2017-02-23 00:00:00,07:30 PM,23,2017,Choque,CR 50 E CL 8 Sur,CR  050 E  S 008  000 00000,1510,Malla vial,HERIDO,Guayabal,Guayabal,Interseccion,JUEVES   ,02,,-75.58341251,6.20077226,4714220.6825,2243869.9707
8401,"(4714783.166300002, 2248209.2347)",1571891,2017-02-23 00:00:00,02:10 PM,23,2017,Otro,CL 33 CR 63,CL  033   063  000 00000,1105,Malla vial,HERIDO,Los Conquistadores,Laureles Estadio,Tramo de via,JUEVES   ,02,,-75.5785225,6.24002677,4714783.1663,2248209.2347
8402,"(4714130.3976, 2249690.7227999996)",1575040,2017-03-19 00:00:00,06:50 AM,19,2017,Choque,CR 67 CL 49,CR  067   049  000 00000,1102,Malla vial aproximada: CR 67-48,SOLO DAÑOS,Suramericana,Laureles Estadio,Tramo de via,DOMINGO  ,03,,-75.58448557,6.25339138,4714130.3976,2249690.7228
8403,"(4713773.759200001, 2250683.4425000045)",1576172,2017-03-30 00:00:00,10:30 AM,30,2017,Choque,CL 53 CR 73,CL  053   073  000 00000,1114,Malla vial,SOLO DAÑOS,Los Colores,Laureles Estadio,Tramo de via,JUEVES   ,03,,-75.58775181,6.26235026,4713773.7592,2250683.4425
8404,"(4712229.555600001, 2244838.582800001)",1576355,2017-03-30 00:00:00,08:30 AM,30,2017,Choque,CR 79 CL 2 Sur,CR  079  S 002  000 00000,1608,Malla vial,SOLO DAÑOS,La Mota,Belén,Tramo de via,JUEVES   ,03,,-75.60144249,6.20944095,4712229.5556,2244838.5828
8405,"(4714347.691000001, 2249622.343500003)",1576176,2017-03-30 00:00:00,09:20 AM,30,2017,Choque,CL 47 D CR 65,CL  047 D   065  000 00000,1103,Malla vial,SOLO DAÑOS,Naranjal,Laureles Estadio,Tramo de via,JUEVES   ,03,,-75.58251939,6.25278284,4714347.691,2249622.3435
8406,"(4712094.4953000005, 2248329.906600002)",1576501,2017-03-30 00:00:00,11:43 AM,30,2017,Choque,CR 81 CL 34,CR  081   034  000 00000,1109,Malla vial,SOLO DAÑOS,Las Acacias,Laureles Estadio,Tramo de via,JUEVES   ,03,,-75.60281806,6.24099815,4712094.4953,2248329.9066
8407,"(4715371.9814, 2250455.747300001)",1576438,2017-03-30 00:00:00,11:45 AM,30,2017,Choque,CL 58 CR 59,CL  058   059  000 00000,1004,Malla vial,SOLO DAÑOS,El Chagualo,La Candelaria,Tramo de via,JUEVES   ,03,,-75.57330223,6.26036278,4715371.9814,2250455.7473
8408,"(4715753.959000002, 2255982.640900003)",1576319,2017-03-30 00:00:00,10:20 PM,30,2017,Choque,CR 75 CL 116,CR  075   116  000 00000,0503,Malla vial aproximada: CR 75-115,SOLO DAÑOS,Florencia,Castilla,Interseccion,JUEVES   ,03,,-75.57009655,6.31034659,4715753.959,2255982.6409
8409,"(4714053.323300001, 2245838.4815000016)",1576349,2017-03-30 00:00:00,11:15 AM,30,2017,Choque,CR 65 CL 14,CR  065   014  000 00000,1504,Malla vial,SOLO DAÑOS,Santa Fé,Guayabal,Glorieta,JUEVES   ,03,,-75.58501122,6.21856141,4714053.3233,2245838.4815
8410,"(4715411.802300001, 2252161.295400001)",1576313,2017-03-30 00:00:00,09:20 PM,30,2017,Choque,CR 64 C CL 78,CR  064 C   078  000 00000,0516,Malla vial,SOLO DAÑOS,Terminal de Transporte,Castilla,Tramo de via,JUEVES   ,03,,-75.57301807,6.27578384,4715411.8023,2252161.2954
8411,"(4716076.7067, 2250515.5830999985)",1576328,2017-03-30 00:00:00,08:50 AM,30,2017,Choque,CR 52 CL 62,CR  052   062  000 00000,1003,Malla vial,SOLO DAÑOS,Jesús Nazareno,La Candelaria,Tramo de via,JUEVES   ,03,,-75.56693785,6.26093493,4716076.7067,2250515.5831
8412,"(4711755.3643, 2246738.734000001)",1575058,2017-03-19 00:00:00,12:40 PM,19,2017,Choque,CR 83 CL 21,CR  083   021  000 00000,1614,Malla vial,SOLO DAÑOS,La Palma,Belén,Interseccion,DOMINGO  ,03,,-75.60581079,6.22659809,4711755.3643,2246738.734
8413,"(4715714.894100001, 2255892.0853000004)",1575106,2017-03-19 00:00:00,07:10 PM,19,2017,Choque,CL 113 CR 75,CL  113   075  000 00000,0503,Malla vial,SOLO DAÑOS,Florencia,Castilla,Tramo de via,DOMINGO  ,03,,-75.57044549,6.30952617,4715714.8941,2255892.0853
8414,"(4717982.742, 2248103.999400001)",1575147,2017-03-19 00:00:00,11:00 AM,19,2017,Choque,CL 49 CR 26,CL  049   026  000 00000,0905,Malla vial,SOLO DAÑOS,Alejandro Echavarría,Buenos Aires,Tramo de via,DOMINGO  ,03,,-75.54961147,6.23921615,4717982.742,2248103.9994
8415,"(4713090.382700001, 2247616.861300003)",1575055,2017-03-19 00:00:00,03:00 AM,19,2017,Choque,CR 74 CL 33,CR  074   033  000 00000,1602,Malla vial aproximada: CR 73-32,SOLO DAÑOS,Rosales,Belén,Tramo de via,DOMINGO  ,03,,-75.59378927,6.23459626,4713090.3827,2247616.8613
8416,"(4712229.555600001, 2244838.582800001)",1575163,2017-03-20 00:00:00,08:26 PM,20,2017,Choque,CR 79 CL 2 Sur,CR  079  S 002  000 00000,1608,Malla vial,HERIDO,La Mota,Belén,Interseccion,LUNES    ,03,,-75.60144249,6.20944095,4712229.5556,2244838.5828
8417,"(4714444.8017, 2255071.6297000013)",1575178,2017-03-20 00:00:00,12:20 PM,20,2017,Choque,CR 83 CL 101 CC,CR  083   101 CC 000 00000,0603,Malla vial,HERIDO,Doce de Octubre No.2,Doce de Octubre,Interseccion,LUNES    ,03,,-75.58188478,6.30205199,4714444.8017,2255071.6297
8418,"(4712663.5917, 2250256.718800001)",1575179,2017-03-20 00:00:00,08:00 PM,20,2017,Caida Ocupante,CR 80 CL 47 D,CR  080   047 D  000 00000,1113,Malla vial,HERIDO,El Estadio,Laureles Estadio,Tramo de via,LUNES    ,03,,-75.5977627,6.25844289,4712663.5917,2250256.7188
8419,"(4700903.936, 2246263.1574000046)",1574991,2017-03-20 00:00:00,09:00 AM,20,2017,Caida Ocupante,CL 999 CR 999,CL  999   999  000 00000,,No Ubicada,HERIDO,,,Tramo de via,LUNES    ,03,,-75.70381587,6.22180566,4700903.936,2246263.1574
8420,"(4715562.667300001, 2248760.7957999986)",1575047,2017-03-20 00:00:00,07:00 PM,20,2017,Atropello,CL 44 CR 53,CL  044   053  000 00000,1007,Malla vial aproximada: CL 44-52,HERIDO,Guayaquil,La Candelaria,Lote o Predio,LUNES    ,03,,-75.57150453,6.24504771,4715562.6673,2248760.7958
8421,"(4700903.936, 2246263.1574000046)",1574968,2017-03-20 00:00:00,12:30 PM,20,2017,Choque,CL 999 CR 999,CL  999   999  000 00000,,No Ubicada,HERIDO,,,Tramo de via,LUNES    ,03,,-75.70381587,6.22180566,4700903.936,2246263.1574
8422,"(4719518.370900001, 2252191.334400004)",1575128,2017-03-20 00:00:00,09:30 PM,20,2017,Otro,CR 22 AA CL 84,CR  022 AA  084  000 00000,9008,Malla vial aproximada: CR 22A-84,HERIDO,Piedras Blancas,Corregimiento de Santa Elena,Lote o Predio,LUNES    ,03,,-75.53591596,6.27623649,4719518.3709,2252191.3344
8423,"(4714778.098900001, 2245248.1161)",1574967,2017-03-20 00:00:00,02:20 PM,20,2017,Choque,CL 10 CR 50,CL  010   050  000 00000,1507,Malla vial,HERIDO,Campo Amor,Guayabal,Tramo de via,LUNES    ,03,,-75.57843762,6.21325613,4714778.0989,2245248.1161
8424,"(4716981.4197, 2255093.674900003)",1574973,2017-03-20 00:00:00,11:10 AM,20,2017,Volcamiento,CL 109 CR 63 B,CL  109   063 B  000 00000,0507,Malla vial,HERIDO,Héctor Abad Gómez,Castilla,Tramo de via,LUNES    ,03,,-75.5589662,6.3023643,4716981.4197,2255093.6749
8425,"(4715687.0423, 2250172.8051000014)",1574278,2017-03-10 00:00:00,06:00 PM,10,2017,Choque,CR 57 CL 58,CR  057   058  000 00000,1003,Malla vial,SOLO DAÑOS,Jesús Nazareno,La Candelaria,Glorieta,VIERNES  ,03,,-75.57044323,6.25781874,4715687.0423,2250172.8051
8426,"(4700903.936, 2246263.1574000046)",1573099,2017-03-04 00:00:00,08:30 AM,04,2017,Choque,CR 64 C CL 65,CR  064 C   065  000 00000,,No Ubicada,SOLO DAÑOS,,,Paso Elevado,SÁBADO   ,03,,-75.70381587,6.22180566,4700903.936,2246263.1574
8427,"(4716497.934100001, 2250861.254900001)",1573962,2017-03-10 00:00:00,07:30 PM,10,2017,Choque,CR 51 CL 67,CR  051   067  000 00000,0408,EPM sin Interior,SOLO DAÑOS,San Pedro,Aranjuez,Glorieta,VIERNES  ,03,,-75.56314739,6.26407866,4716497.9341,2250861.2549
8428,"(4713145.0728, 2245593.4507)",1574002,2017-03-11 00:00:00,04:30 AM,11,2017,Atropello,CR 70 CL 9,CR  070   009  000 00000,1506,Malla vial,HERIDO,Parque Juan Pablo II,Guayabal,Tramo de via,SÁBADO   ,03,,-75.59320541,6.21630598,4713145.0728,2245593.4507
8429,"(4714897.5959, 2247140.808500001)",1574714,2017-03-11 00:00:00,02:45 PM,11,2017,Choque,CR 52 CL 31,CR  052   031  000 00000,1504,Malla vial aproximada: CR 52-30,HERIDO,Santa Fé,Guayabal,Tramo de via,SÁBADO   ,03,,-75.57744151,6.23037256,4714897.5959,2247140.8085
8430,"(4717725.5278, 2252697.044900002)",1574156,2017-03-11 00:00:00,06:50 PM,11,2017,Choque,CR 44 A CL 88,CR  044 A   088  000 00000,03020770009,Nomenclatura con Interior,HERIDO,Las Granjas,Manrique,Tramo de via,SÁBADO   ,03,,-75.55213696,6.28072979,4717725.5278,2252697.0449
8431,"(4712420.329600001, 2250401.5867000036)",1573983,2017-03-11 00:00:00,11:20 AM,11,2017,Choque,CR 81 B CL 48 A,CR  081 B   048 A  000 00000,1202,Malla vial,HERIDO,Calasanz,La América,Tramo de via,SÁBADO   ,03,,-75.59996693,6.25974169,4712420.3296,2250401.5867
8432,"(4716279.910500001, 2254473.0911999997)",1574074,2017-03-11 00:00:00,09:45 PM,11,2017,Choque,CR 64 CL 103 DD,CR  064   103 DD 000 00000,0508,Malla vial aproximada: CR 64-103D,HERIDO,Belalcázar,Castilla,Tramo de via,SÁBADO   ,03,,-75.56527715,6.29672263,4716279.9105,2254473.0912
8433,"(4713275.7365, 2247882.987400003)",1574030,2017-03-11 00:00:00,07:47 AM,11,2017,Choque,DG 74 B CL 32 EE,DG  074 B   032 EE 000 00000,1602,Malla vial aproximada: DG 74B-32D,HERIDO,Rosales,Belén,Tramo de via,SÁBADO   ,03,,-75.59212658,6.23701043,4713275.7365,2247882.9874
8434,"(4713451.5996, 2253317.816300001)",1574016,2017-03-11 00:00:00,12:20 AM,11,2017,Caida Ocupante,TV 78 B CL 88 B,TV  078 B   088 B  000 00000,0713,Malla vial,HERIDO,Aures No.1,Robledo,Tramo de via,SÁBADO   ,03,,-75.59078011,6.28615206,4713451.5996,2253317.8163
8435,"(4718318.5731, 2245054.2887999993)",1574011,2017-03-11 00:00:00,12:30 AM,11,2017,Caida Ocupante,CL 12 CR 10,CL  012   010  000 00000,9083,Malla vial,HERIDO,Suburbano Mirador del Poblado,Corregimiento de Santa Elena,Tramo de via,SÁBADO   ,03,,-75.5464445,6.2116588,4718318.5731,2245054.2888
8436,"(4700903.936, 2246263.1574000046)",1574036,2017-03-11 00:00:00,07:00 PM,11,2017,Choque,CR 999 CL 999,CR  999   999  000 00000,,No Ubicada,HERIDO,,,Tramo de via,SÁBADO   ,03,,-75.70381587,6.22180566,4700903.936,2246263.1574
8437,"(4710609.0161, 2249841.838200001)",1574020,2017-03-11 00:00:00,07:15 PM,11,2017,Caida Ocupante,CL 40 CR 99,CL  040   099  000 00000,1309,Malla vial aproximada: CL 40-98,HERIDO,San Javier No.1,San Javier,Tramo de via,SÁBADO   ,03,,-75.61630602,6.25460003,4710609.0161,2249841.8382
8438,"(4716215.062300001, 2254680.654400002)",1574075,2017-03-11 00:00:00,08:50 PM,11,2017,Choque,CR 64 C CL 103 E,CR  064 C   103 E  000 00000,0506,Malla vial,HERIDO,Plaza de Ferias,Castilla,Tramo de via,SÁBADO   ,03,,-75.5658723,6.29859627,4716215.0623,2254680.6544
8439,"(4714096.106800001, 2243825.0642000027)",1574045,2017-03-11 00:00:00,11:40 AM,11,2017,Choque,CR 50 FF CL 9 Sur,CR  050 FF S 009  000 00000,1510,Malla vial,HERIDO,Guayabal,Guayabal,Tramo de via,SÁBADO   ,03,,-75.58453591,6.20036079,4714096.1068,2243825.0642
8440,"(4715089.53, 2243901.3959999997)",1574037,2017-03-11 00:00:00,01:40 PM,11,2017,Choque,CR 43 C CL 4 Sur,CR  043 C  S 004  000 00000,1422,Malla vial,HERIDO,La Aguacatala,El Poblado,Tramo de via,SÁBADO   ,03,,-75.575565,6.20109459,4715089.53,2243901.396
8441,"(4715373.783300001, 2252218.500400001)",1573972,2017-03-11 00:00:00,01:10 PM,11,2017,Choque,CR 64 C CL 81,CR  064 C   081  000 00000,0516,Malla vial aproximada: CR 65-80,HERIDO,Terminal de Transporte,Castilla,Tramo de via,SÁBADO   ,03,,-75.57336411,6.27629932,4715373.7833,2252218.5004
8442,"(4714901.981700002, 2245319.274000002)",1574158,2017-03-11 00:00:00,05:10 PM,11,2017,Choque,CR 49 CL 10,CR  049   010  000 00000,1419,EPM con Interior,HERIDO,Manila,El Poblado,Tramo de via,SÁBADO   ,03,,-75.5773216,6.2139049,4714901.9817,2245319.274
8443,"(4700903.936, 2246263.1574000046)",1574044,2017-03-11 00:00:00,01:20 PM,11,2017,Choque,CL 999 CR 37,CL  999   037  000 00000,,No Ubicada,HERIDO,,,Tramo de via,SÁBADO   ,03,,-75.70381587,6.22180566,4700903.936,2246263.1574
8444,"(4717026.515900001, 2253134.236300003)",1574085,2017-03-11 00:00:00,10:40 PM,11,2017,Choque,CR 50 A CL 93,CR  050 A   093  000 00000,0402,Malla vial,HERIDO,San Isidro,Aranjuez,Lote o Predio,SÁBADO   ,03,,-75.558472,6.28465148,4717026.5159,2253134.2363
8445,"(4700903.936, 2246263.1574000046)",1574071,2017-03-11 00:00:00,10:00 PM,11,2017,Choque,CR 999 CL 15,CR  999   015  000 00000,,No Ubicada,HERIDO,,,Interseccion,SÁBADO   ,03,,-75.70381587,6.22180566,4700903.936,2246263.1574
8446,"(4715747.0337000005, 2250953.193000002)",1574004,2017-03-11 00:00:00,01:40 PM,11,2017,Caida Ocupante,CR 62 CL 67,CR  062   067  000 00000,0406,Malla vial cruce invertido,HERIDO,Universidad de Antioquia,Aranjuez,Tramo de via,SÁBADO   ,03,,-75.56993574,6.26487664,4715747.0337,2250953.193
8447,"(4711504.417700001, 2248501.2611000016)",1573975,2017-03-11 00:00:00,06:45 PM,11,2017,Atropello,CR 85 CL 34 A,CR  085   034 A  000 00000,1212,Malla vial,HERIDO,Santa Teresita,La América,Tramo de via,SÁBADO   ,03,,-75.60815659,6.24252088,4711504.4177,2248501.2611
8448,"(4714296.966000001, 2250094.4541000035)",1571846,2017-02-23 00:00:00,06:50 AM,23,2017,Choque,CL 50 CR 67,CL  050   067  000 00000,1101,Malla vial,HERIDO,Carlos E. Restrepo,Laureles Estadio,Tramo de via,JUEVES   ,02,,-75.58299863,6.25704875,4714296.966,2250094.4541
8449,"(4713498.219500001, 2252856.9811000004)",1571854,2017-02-23 00:00:00,11:00 PM,23,2017,Caida Ocupante,CL 77 BB CR 85 B,CL  077 BB  085 B  000 00000,0714,Malla vial,HERIDO,Bello Horizonte,Robledo,Interseccion,JUEVES   ,02,,-75.59033828,6.28198795,4713498.2195,2252856.9811
8450,"(4700903.936, 2246263.1574000046)",1571935,2017-02-23 00:00:00,07:10 AM,23,2017,Choque,CL 9 sur CR 55,CL S 009   055  000 00000,,No Ubicada,HERIDO,,,Tramo de via,JUEVES   ,02,,-75.70381587,6.22180566,4700903.936,2246263.1574
8451,"(4712673.440300001, 2250301.4805999994)",1572092,2017-02-23 00:00:00,07:00 PM,23,2017,Choque,CR 80 CL 48,CR  080   048  000 00000,1113,Malla vial,HERIDO,El Estadio,Laureles Estadio,Tramo de via,JUEVES   ,02,,-75.59767572,6.258848,4712673.4403,2250301.4806
8452,"(4715513.261700001, 2253556.987800004)",1571882,2017-02-23 00:00:00,01:45 PM,23,2017,Caida Ocupante,CR 67 CL 94,CR  067   094  000 00000,0511,Malla vial,HERIDO,Castilla,Castilla,Tramo de via,JUEVES   ,02,,-75.57216337,6.28840634,4715513.2617,2253556.9878
8453,"(4700903.936, 2246263.1574000046)",1571976,2017-02-23 00:00:00,08:00 PM,23,2017,Otro,CR 63 CL 92,CR  063   092  000 00000,,No Ubicada,HERIDO,,,Tramo de via,JUEVES   ,02,,-75.70381587,6.22180566,4700903.936,2246263.1574
8454,"(4716838.061200001, 2242918.3692000043)",1571869,2017-02-23 00:00:00,07:20 PM,23,2017,Choque,CL 5 sur CR 25,CL S 005   025  000 00000,1410,Malla vial,HERIDO,Los Naranjos,El Poblado,Tramo de via,JUEVES   ,02,,-75.55972633,6.19228383,4716838.0612,2242918.3692
8455,"(4712374.298700001, 2248090.2843000013)",1571822,2017-02-23 00:00:00,02:30 AM,23,2017,Caida Ocupante,CR 80 CL 32,CR  080   032  000 00000,1109,Malla vial aproximada: CR 80-33,HERIDO,Las Acacias,Laureles Estadio,Tramo de via,JUEVES   ,02,,-75.60027957,6.23884435,4712374.2987,2248090.2843
8456,"(4717919.612399999, 2251351.516500002)",1571886,2017-02-23 00:00:00,02:00 AM,23,2017,Otro,CL 75 CR 41,CL  075   041  000 00000,0306,Malla vial aproximada: CL 76-41,HERIDO,El Pomar,Manrique,Tramo de via,JUEVES   ,02,,-75.55032418,6.26857366,4717919.6124,2251351.5165
8457,"(4712398.8244, 2249203.8830999993)",1571859,2017-02-23 00:00:00,09:15 AM,23,2017,Atropello,CR 80 A CL 41,CR  080 A   041  000 00000,1111,Malla vial,HERIDO,Lorena,Laureles Estadio,Tramo de via,JUEVES   ,02,,-75.60010769,6.24891291,4712398.8244,2249203.8831
8458,"(4711150.2964, 2248499.4462)",1571849,2017-02-23 00:00:00,10:20 PM,23,2017,Otro,CR 86 CL 34 A,CR  086   034 A  000 00000,1212,Malla vial aproximada: CR 86-34,HERIDO,Santa Teresita,La América,Tramo de via,JUEVES   ,02,,-75.6113557,6.24248861,4711150.2964,2248499.4462
8459,"(4712155.7111, 2247268.6486000028)",1572075,2017-02-23 00:00:00,05:45 PM,23,2017,Choque,CL 30 CR 82,CL  030   082  000 00000,1603,Malla vial aproximada: CL 30-81,HERIDO,Belén,Belén,Tramo de via,JUEVES   ,02,,-75.60221769,6.23140662,4712155.7111,2247268.6486
8460,"(4717817.5245, 2247015.7575000003)",1568040,2017-01-26 00:00:00,11:35 AM,26,2017,Otro,CR 23 CL 37,CR  023   037  000 00000,0909,Malla vial,HERIDO,Cataluña,Buenos Aires,Tramo de via,JUEVES   ,01,,-75.55105656,6.22937031,4717817.5245,2247015.7575
8461,"(4715803.779400001, 2248815.7594000045)",1568218,2017-01-26 00:00:00,03:30 PM,26,2017,Choque,CR 50 CL 45,CR  050   045  000 00000,1007,Malla vial,HERIDO,Guayaquil,La Candelaria,Interseccion,JUEVES   ,01,,-75.56932863,6.24555526,4715803.7794,2248815.7594
8462,"(4717457.688200001, 2250117.3010000046)",1568057,2017-01-26 00:00:00,07:45 PM,26,2017,Otro,CR 41 CL 65,CR  041   065  000 00000,0801,Malla vial,HERIDO,Villa Hermosa,Villa Hermosa,Interseccion,JUEVES   ,01,,-75.5544434,6.25739503,4717457.6882,2250117.301
8463,"(4714512.2862, 2249990.6844999995)",1568039,2017-01-26 00:00:00,10:24 AM,26,2017,Otro,CL 50 CR 65,CL  050   065  000 00000,1101,Malla vial,HERIDO,Carlos E. Restrepo,Laureles Estadio,Tramo de via,JUEVES   ,01,,-75.58104869,6.25612018,4714512.2862,2249990.6845
8464,"(4716806.347800001, 2254231.4421000015)",1568049,2017-01-26 00:00:00,08:20 AM,26,2017,Caida Ocupante,CR 52 CL 100 C,CR  052   100 C  000 00000,0210,Malla vial,HERIDO,Santa Cruz,Santa Cruz,Tramo de via,JUEVES   ,01,,-75.56050985,6.29456131,4716806.3478,2254231.4421
8465,"(4711749.9685, 2246741.6503000017)",1568071,2017-01-26 00:00:00,02:00 PM,26,2017,Volcamiento,CL 21 CR 83,CL  021   083  000 00000,1613,Malla vial,HERIDO,Altavista,Belén,Tramo de via,JUEVES   ,01,,-75.60585966,6.22662421,4711749.9685,2246741.6503
8466,"(4715932.345200001, 2254364.2916)",1568051,2017-01-26 00:00:00,06:20 PM,26,2017,Choque,CR 66 CL 101,CR  066   101  000 00000,0509,Malla vial,HERIDO,Girardot,Castilla,Interseccion,JUEVES   ,01,,-75.56841271,6.29572356,4715932.3452,2254364.2916
8467,"(4713574.2823, 2244581.0501000024)",1568219,2017-01-26 00:00:00,08:40 AM,26,2017,Choque,CL 2 sur CR 65,CL S 002   065  000 00000,1509,Malla vial,HERIDO,Cristo Rey,Guayabal,Tramo de via,JUEVES   ,01,,-75.58928324,6.20717231,4713574.2823,2244581.0501
8468,"(4713867.4371, 2249126.1725999992)",1568148,2017-01-26 00:00:00,07:45 AM,26,2017,Choque,CL 43 CR 68 A,CL  043   068 A  000 00000,1104,Malla vial,HERIDO,San Joaquín,Laureles Estadio,Tramo de via,JUEVES   ,01,,-75.5868362,6.24827583,4713867.4371,2249126.1726
